,Score,Std,batch_size,beta_1,beta_2,decay,dropout_rate,epochs,epsilon,filters,init,kernel_size,layers,lr,max_meanPool_1,max_meanPool_2,max_meanPool_3,max_meanPool_4,max_meanPool_5,max_meanPool_6,momentum,nesterov,optimizer,pool_size,rho,schedule_decay,stride
60,0.04896371808589156,0.005381001179234263,16,0.9351109332939869,0.9257934472803286,0.084,0.0,40,1e-05,32,lecun_normal,3,4,0.001,1,1,1,1,2,2,0.9,False,Adamax,3,0.8713941821567934,0.004,3
61,0.04878593642605818,0.005802768490711707,64,0.9283115006804877,0.9282681481159918,0.008,0.0,40,1e-06,32,glorot_normal,2,3,0.01,1,2,1,1,2,1,0.9,False,Adam,1,0.9189147580206087,0.0085,3
62,0.04870773143889926,0.004294463726592064,64,0.9181530386239164,0.9323771190405206,0.07200000000000001,0.0,40,1e-09,256,glorot_normal,2,2,0.0001,2,2,1,2,1,1,0.9,False,RMSprop,4,0.9453561819682812,0.007500000000000001,1
63,0.048468251499479066,0.006086458010209445,32,0.9002732203352128,0.9482683966489763,0.081,0.0,40,1e-08,64,lecun_normal,2,1,0.01,1,1,1,2,2,2,0.9,False,Adamax,2,0.8051183628723427,0.007,1
64,0.0483480571849037,0.00626409602159439,8,0.9227319720025992,0.9482683966489763,0.074,0.0,40,1e-08,32,glorot_uniform,2,6,0.01,1,2,2,1,2,2,0.9,False,Adamax,2,0.8160381451405475,0.009500000000000001,4
65,0.04794314374410059,0.007976782959320146,32,0.9439814882184538,0.9573458544108796,0.007,0.0,40,1e-05,256,lecun_normal,2,3,0.001,1,1,1,1,2,2,0.9,False,Nadam,4,0.8945571910895495,0.007,2
66,0.04774356902911318,0.004349987226371199,32,0.9507826560273793,0.9573458544108796,0.078,0.0,40,1e-07,128,glorot_uniform,3,3,0.0001,2,2,2,1,1,2,0.9,False,Adamax,4,0.8945571910895495,0.0045000000000000005,2
67,0.047601127011057905,0.005174251028534467,64,0.9474852373064089,0.9573458544108796,0.065,0.0,40,1e-09,512,glorot_normal,3,5,1e-05,1,2,2,1,2,2,0.9,False,RMSprop,4,0.8614584503859835,0.006,2
68,0.04742308108899719,0.005270121884211935,8,0.9260039309270969,0.9323771190405206,0.066,0.0,40,0.0001,128,glorot_uniform,4,3,1e-05,1,2,1,2,1,2,0.9,False,RMSprop,1,0.8117646962754989,0.003,2
69,0.04738680614122468,0.0041378110433733855,64,0.9952047388687629,0.9482683966489763,0.025,0.0,40,1e-06,256,lecun_normal,3,2,1e-05,2,2,2,1,2,1,0.9,False,Adam,3,0.9189147580206087,0.002,4
70,0.047271773728656555,0.003727868625210668,8,0.9507826560273793,0.954421348973137,0.066,0.0,40,0.0001,64,lecun_uniform,4,2,0.0001,1,2,1,1,1,2,0.9,False,Adam,2,0.8117646962754989,0.009000000000000001,1
