NDRE_val,sensor,field,date,data
0.5484179854393005,2,J,2015-06-08,2015-06-08
0.5621174573898315,3,J,2015-06-08,2015-06-08
0.5932409763336182,4,J,2015-06-08,2015-06-08
0.5199188590049744,5,J,2015-06-08,2015-06-08
0.5995343923568726,6,J,2015-06-08,2015-06-08
0.6135016679763794,7,J,2015-06-08,2015-06-08
0.6061387062072754,8,J,2015-06-08,2015-06-08
0.5637868642807007,9,J,2015-06-08,2015-06-08
0.6878697276115417,10,J,2015-06-08,2015-06-08
0.5342824459075928,11,J,2015-06-08,2015-06-08
0.5855058431625366,12,J,2015-06-08,2015-06-08
0.30335119366645813,1,J,2012-07-10,2012-07-10
0.3296717703342438,2,J,2012-07-10,2012-07-10
