"DOY","field","sensor","raw_smr","filename","date","depth_1","depth_2","depth_3","year","day","sm_mean","error"
"1342014","AES",12,0.29487892,"rz.mc_1342014.asc","2014-05-14",0.293874484988143,0.27732918238463,0.283519794503863,2014,134,0.284907820625545,0.00997109937445462
"1502014","OD",12,0.30574748,"rz.mc_1502014.asc","2014-05-30",0.253362067208376,0.27967007300669,0.305091062568327,2014,150,0.279374400927798,0.0263730790722023
"1552014","AES",12,0.22799064,"rz.mc_1552014.asc","2014-06-04",0.230418782463014,0.262632519270275,0.278982361797533,2014,155,0.257344554510274,0.0293539145102738
"1592013","AES",12,0.21803992,"rz.mc_1592013.asc","2013-06-08",0.282441255836485,0.278824469798399,0.28715845538841,2013,159,0.282808060341098,0.0647681403410981
"1652012","OD",12,0.32146895,"rz.mc_1652012.asc","2012-06-13",0.257462035552159,0.346087921080307,0.308588642416444,2012,165,0.30404619968297,0.0174227503170299
"1662013","AES",12,0.18857739,"rz.mc_1662013.asc","2013-06-15",0.231443205345849,0.251513499447345,0.282674392231602,2013,166,0.255210365674932,0.0666329756749321
"1662013","OD",12,0.2434148,"rz.mc_1662013.asc","2013-06-15",0.202654880188721,0.287948303332599,0.289441219483789,2013,166,0.260014801001703,0.0166000010017029
"1672012","OD",12,0.31239888,"rz.mc_1672012.asc","2012-06-15",0.24953860597908,0.345486661119427,0.308217022001043,2012,167,0.301080763033183,0.0113181169668166
"1702014","AES",12,0.20284316,"rz.mc_1702014.asc","2014-06-19",0.189024137436649,0.179908118769982,0.257431242063205,2014,170,0.208787832756612,0.0059446727566119
"1702014","OD",12,0.26700154,"rz.mc_1702014.asc","2014-06-19",NA,0.222737241603898,NA,2014,170,0.222737241603898,0.0442642983961022
"1772011","AES",12,0.20935449,"rz.mc_1772011.asc","2011-06-26",NA,NA,NA,2011,177,NA,NA
"1772012","AES",12,0.17867119,"rz.mc_1772012.asc","2012-06-25",0.247048906200928,0.263569197411454,0.280975423782473,2012,177,0.263864509131619,0.0851933191316186
"1772012","OD",12,0.26992046,"rz.mc_1772012.asc","2012-06-25",0.220315934317507,0.287774159509666,0.30744839730408,2012,177,0.271846163710417,0.0019257037104175
"1782013","OD",12,0.2674326,"rz.mc_1782013.asc","2013-06-27",0.208699629005046,0.255100543462841,0.277312772205451,2013,178,0.247037648224446,0.0203949517755543
"1802013","AES",12,0.19019506,"rz.mc_1802013.asc","2013-06-29",0.183951674098407,0.209624123924838,0.256820599903176,2013,180,0.216798799308807,0.0266037393088071
"1852013","OD",12,0.23862854,"rz.mc_1852013.asc","2013-07-04",0.202914729470909,0.232172118112279,0.262215492281683,2013,185,0.23243411328829,0.00619442671170994
"1862011","OD",12,0.22683654,"rz.mc_1862011.asc","2011-07-05",NA,NA,NA,2011,186,NA,NA
"1882012","AES",12,0.18002833,"rz.mc_1882012.asc","2012-07-06",0.233693779067343,0.247621957096862,0.269414636942662,2012,188,0.250243457702289,0.070215127702289
"1882014","OD",12,0.22304721,"rz.mc_1882014.asc","2014-07-07",0.195714609128841,0.208451918166412,0.227014830386794,2014,188,0.210393785894016,0.0126534241059842
"1892013","AES",12,0.16651035,"rz.mc_1892013.asc","2013-07-08",0.174713212462151,0.179523963210735,0.196188229964575,2013,189,0.183475135212487,0.0169647852124869
"1892014","AES",12,0.16436138,"rz.mc_1892014.asc","2014-07-08",0.182932639608727,0.163489471202551,0.181246402818976,2014,189,0.175889504543418,0.0115281245434181
"1902011","AES",12,0.16754018,"rz.mc_1902011.asc","2011-07-09",NA,NA,NA,2011,190,NA,NA
"1922012","OD",12,0.24595395,"rz.mc_1922012.asc","2012-07-10",0.190842580756416,0.224542758502353,0.307472086606969,2012,192,0.240952475288579,0.00500147471142082
"1922014","OD",12,0.21615721,"rz.mc_1922014.asc","2014-07-11",0.196687463593217,0.208168739001452,0.2254143678643,2014,192,0.21009019015299,0.00606701984700997
"1952012","AES",12,0.17233911,"rz.mc_1952012.asc","2012-07-13",0.211803157441875,0.223392420302947,0.261673928651478,2012,195,0.232289835465434,0.0599507254654336
"1962011","OD",12,0.22064315,"rz.mc_1962011.asc","2011-07-15",NA,NA,NA,2011,196,NA,NA
"1962013","OD",12,0.21844854,"rz.mc_1962013.asc","2013-07-15",0.181430643729315,0.21476803379659,0.232313755397686,2013,196,0.209504144307864,0.00894439569213637
"1972012","OD",12,0.2321689,"rz.mc_1972012.asc","2012-07-15",0.176105903975871,0.206015159927039,0.307479983041265,2012,197,0.229867015648058,0.00230188435194165
"2052013","OD",12,0.21262027,"rz.mc_2052013.asc","2013-07-24",0.179797886644303,0.213699831524919,0.226900939202849,2013,205,0.206799552457357,0.00582071754264274
"2062014","AES",12,0.16306473,"rz.mc_2062014.asc","2014-07-25",0.156638318281855,0.159210964041405,0.175993720113619,2014,206,0.16394766747896,0.000882937478959817
"2082013","AES",12,0.15888785,"rz.mc_2082013.asc","2013-07-27",0.161117103696481,0.163489671731945,0.177522981181366,2013,208,0.167376585536597,0.00848873553659729
"2122011","AES",12,0.16252142,"rz.mc_2122011.asc","2011-07-31",NA,NA,NA,2011,212,NA,NA
"2132012","OD",12,0.21444565,"rz.mc_2132012.asc","2012-07-31",0.168145027001419,0.194275841547549,0.299134808409361,2012,213,0.22051855898611,0.0060729089861096
"2152011","OD",12,0.21484456,"rz.mc_2152011.asc","2011-08-03",NA,NA,NA,2011,215,NA,NA
"2172012","OD",12,0.21300594,"rz.mc_2172012.asc","2012-08-04",0.168413858958832,0.225838204717426,0.276454128024817,2012,217,0.223568730567025,0.0105627905670248
