,Score,Std,batch_size,beta_1,beta_2,decay,dropout_rate,epochs,epsilon,filters1,filters2,filters3,filters4,filters5,filters6,filters_dense,init,kernel_size1,kernel_size2,kernel_size3,kernel_size4,kernel_size5,kernel_size6,layers,lr,max_meanPool_1,max_meanPool_2,max_meanPool_3,max_meanPool_4,max_meanPool_5,max_meanPool_6,momentum,nesterov,optimizer,pool_size1,pool_size2,pool_size3,pool_size4,pool_size5,pool_size6,rho,schedule_decay,stride1,stride2,stride3,stride4,stride5,stride6
76,0.0631728103150959,0.019743151419699526,14,0.9811,0.97139,0.005,0.0,100,1e-07,512,512,128,256,32,512,256,glorot_uniform,2,1,3,4,3,1,6,0.0001,2,1,1,2,2,2,0.9,False,RMSprop,1,4,4,1,2,4,0.894557,0.001,2,1,1,4,3,2
77,0.062116390315734585,0.02579153727621576,14,0.9811,0.97139,0.005,0.0,100,1e-07,512,32,128,256,512,64,64,glorot_uniform,2,4,1,3,4,2,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,3,2,3,4,1,0.894557,0.001,2,4,2,1,1,1
78,0.061811006260168326,0.01629710272993889,16,0.9811,0.97139,0.005,0.0,100,1e-07,512,512,256,512,64,512,64,glorot_uniform,2,1,4,4,1,3,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,1,1,3,2,2,0.894557,0.001,2,4,3,2,2,1
79,0.061798228212426344,0.022432837352981082,18,0.9811,0.97139,0.005,0.0,100,1e-07,512,256,64,64,128,32,32,glorot_uniform,2,4,2,1,2,1,6,0.0001,2,1,1,2,2,2,0.9,False,RMSprop,1,1,1,3,4,1,0.894557,0.001,2,4,1,1,3,1
80,0.06156189074388796,0.022031615889381368,16,0.9811,0.97139,0.005,0.0,100,1e-07,512,256,64,64,64,128,128,glorot_uniform,2,2,4,1,4,3,6,0.0005,2,1,1,2,2,2,0.9,False,RMSprop,1,3,4,3,2,4,0.894557,0.001,2,1,4,2,2,4
81,0.061016719133168536,0.019016305988461244,12,0.9811,0.97139,0.005,0.0,100,1e-07,512,256,512,32,512,64,64,glorot_uniform,2,1,2,2,2,3,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,3,4,4,2,4,0.894557,0.001,2,3,2,2,3,3
82,0.06074813087832817,0.015736661584377667,14,0.9811,0.97139,0.005,0.0,100,1e-07,512,64,32,32,32,256,256,glorot_uniform,2,4,2,3,4,4,6,0.0005,2,1,1,2,2,2,0.9,False,RMSprop,1,2,2,4,1,4,0.894557,0.001,2,2,4,3,1,4
83,0.06068722489950065,0.0192881275696551,12,0.9811,0.97139,0.005,0.0,100,1e-07,512,32,256,32,64,512,256,glorot_uniform,2,4,3,1,1,3,6,0.0005,2,1,1,2,2,2,0.9,False,RMSprop,1,3,4,3,4,3,0.894557,0.001,2,1,4,3,4,4
84,0.06043147112746163,0.013197861912118974,12,0.9811,0.97139,0.005,0.0,100,1e-07,512,256,256,128,128,128,256,glorot_uniform,2,1,2,2,4,3,6,0.0001,2,1,1,2,2,2,0.9,False,RMSprop,1,2,2,3,3,3,0.894557,0.001,2,1,2,2,4,1
85,0.06006575843148406,0.020779220847412322,16,0.9811,0.97139,0.005,0.0,100,1e-07,512,128,256,256,32,32,128,glorot_uniform,2,3,1,1,4,4,6,0.00015,2,1,1,2,2,2,0.9,False,RMSprop,1,2,1,2,4,1,0.894557,0.001,2,1,4,3,4,3
86,0.059884509828500083,0.018646177692028247,12,0.9811,0.97139,0.005,0.0,100,1e-07,512,64,64,32,64,128,512,glorot_uniform,2,1,3,1,1,2,6,0.0001,2,1,1,2,2,2,0.9,False,RMSprop,1,3,1,4,3,2,0.894557,0.001,2,4,3,2,1,2
